;Transcription_Id;Player_Name;Transcription_Text;Stage_Of_The_Game
269;269;MATT;MATT: Best that you can tell, inside– you can't. You just arrived, probably around 3:00 or 4:00 in the afternoon, so you're probably pushing sunset right about now.;Part I
270;270;LAURA;LAURA: Do dwarves carry the same schedule?;Part I
271;271;MARISHA;MARISHA: I don't know.;Part I
272;272;LAURA;LAURA: Does anyone know?;Part I
273;273;TALIESIN;TALIESIN: There's only one way to find out.;Part I
274;274;MATT;MATT: Make an intelligence check!;Part I
275;275;TRAVIS;TRAVIS: Oh! Roll it! You're the first one.;Part I
276;276;LIAM;LIAM: First die rolling. Nice!;Part I
277;277;LAURA;LAURA: 18, plus, what is that? Investigation? Or insight?;Part I
278;278;MATT;MATT: This would be a straight intelligence roll on this one, so your general knowledge of dwarves.;Part I
279;279;LAURA;LAURA: Oh. 20, then.;Part I
280;280;MATT;MATT: 20. That's not too bad! In your experience, you know dwarves, depending on their lifestyle and what they do for a living, their clocks can run differently, but for the most part, they run in tandem with most other races just because it makes it easier for dealing with outside forces. But, like I said, it's very variable. There is no set, locked time of: this is morning, this is evening, they just sleep when they need to and wake up when they need to.;Part I
281;281;LAURA;LAURA: All right. Good to know.;Part I
282;282;MARISHA;MARISHA: It's like living in Alaska.;Part I
283;283;LAURA;LAURA: Right!;Part I
284;284;MATT and MARISHA;MATT and MARISHA: Dwarven Alaska.;Part I
285;285;SAM;SAM: Yes, fellows, what should we do?;Part I
286;286;LAURA;LAURA: Check out the Firebrook Inn, yes. That was where Lady Kima was staying. Also, I think somebody should run reconnaissance on Greyspine Manor.;Part I
287;287;TRAVIS;TRAVIS: Like stealth, you mean?;Part I
288;288;LIAM;LIAM: Yes. I don't think we should try to go directly to the mines and find Nostoc.;Part I
289;289;LAURA;LAURA: No.;Part I
290;290;SAM;SAM: Agreed.;Part I
291;291;LIAM;LIAM: No, I think maybe we should enlist the help of a dwarf here in the city to introduce us to Nostoc. I mean, we're not trying to raise hell, or bring down a thousand dwarves upon us.;Part I
292;292;TALIESIN;TALIESIN: There's no sense attempting to be subtle.;Part I
293;293;SAM;SAM: Although, that does sound fun.;Part I
294;294;TALIESIN;TALIESIN: Everyone's going to know that we're here, and what we're looking for by morning.;Part I
295;295;TRAVIS;TRAVIS: Why don't we get old Drunky Greybeard that's got his face down on the bar to do it?;Part I
296;296;LAURA;LAURA: Yeah, but he's very– Well, let's ask him. Maybe he's drunk enough to help us. Saddle up, Grog!;Part I
297;297;TRAVIS;TRAVIS: Me?;Part I
298;298;LAURA;LAURA: People seem to like you here.;Part I
299;299;TRAVIS;TRAVIS: Yeah, but I'm really– oh, that's true.;Part I
300;300;LIAM;LIAM: You're the connoisseur.;Part I
301;301;TRAVIS;TRAVIS: Maybe I'll part my armor, so he can see the scar. Post up on the bar.;Part I
302;302;MARISHA;MARISHA: Take him a drink!;Part I
303;303;TRAVIS;TRAVIS: All right.;Part I
304;304;LAURA;LAURA: Yes, take him a drink. A very large drink.;Part I
305;305;TRAVIS;TRAVIS: I would like to get the largest goblet you have of ale, and I would like to go over to, what was his name? Bulbous?;Part I
306;306;MATT;MATT: Balgus.;Part I
307;307;ALL;ALL: Balgus.;Part I
308;308;TRAVIS;TRAVIS: I had it right.;Part I
309;309;MATT;MATT: Close.;Part I
310;310;TRAVIS;TRAVIS: Balgus. I would like to–;Part I
311;311;SAM;SAM: I'm coming with Grog.;Part I
312;312;TRAVIS;TRAVIS: Yes. I would like to go up and put my scar, and post up on the bar and (throat clearing);Part I
313;313;MATT;MATT: (snores);Part I
314;314;TRAVIS;TRAVIS: (louder throat clearing);Part I
315;315;SAM;SAM: I take out my flute and I play a little Healing Words spell and try to heal him of his drunkenness.;Part I
316;316;LAURA;LAURA: Just a little of his drunkenness, not all of his drunkenness.;Part I
317;317;TRAVIS;TRAVIS: He likes him drunk, so maybe like, half.;Part I
318;318;MATT;"MATT: You play your tune, a beautiful little tune that saunters through the air.The magical energies emanate from the notes you make, drift into his torso; you can see a slight glow and he, “(grumbling) Where's that blasted music coming from?” His hand goes out and paws towards the flute.";Part I
319;319;SAM;SAM: Huh, I don't know where that was coming from.;Part I
320;320;TRAVIS;TRAVIS: I'm sorry to disturb you, your name is of great repute around these parts.;Part I
321;321;MATT;MATT: He wipes a globule of drool that's crusted into his beard. “Aye, you've bothered me nap. What do you want from Balgus?”;Part I
322;322;TRAVIS;TRAVIS: We were wondering if we might, perchance, acquire your knowledge about town, for a bit of a search.;Part I
323;323;LAURA;LAURA: (whispered) Talk to him about fighting first.;Part I
324;324;TRAVIS;TRAVIS: Right, I hear you're a good fighter. You look strong.;Part I
325;325;MATT;MATT: “I've heard the same.”;Part I
326;326;TRAVIS;TRAVIS: Right. How often do you get challengers in this tavern?;Part I
327;327;MATT;MATT: “Not as often as I get woken up from my sleep. Which is never. Because only stupid people do that.”;Part I
328;328;LAURA;LAURA: Lost cause. Abandon ship!;Part I
329;329;TRAVIS;TRAVIS: Right. I have an intelligence of six, I know what I'm doing.;Part I
330;330;TRAVIS;TRAVIS: There is a very pretty lady over there, with slightly pointy ears. (whispering) I'm;Part I
331;331;talking about you or you. (normal volume) There's two of them! They were actually wanting to ask you;talking about you or you. (normal volume) There's two of them! They were actually wanting to ask you;Part I
332;332;a question if you wouldn't mind.;a question if you wouldn't mind.;Part I
333;333;MATT;MATT: Make a persuasion roll.;Part I
334;334;TRAVIS;TRAVIS: Me?!;Part I
335;335;SAM;SAM: Why is he doing this?;Part I
336;336;LAURA;LAURA: Why would you throw this to us?;Part I
337;337;MARISHA;MARISHA: I know!;Part I
338;338;TRAVIS;TRAVIS: Because I was either going to fight him or I was going to throw boobs at him, and I went with boobs.;Part I
339;339;MARISHA;MARISHA: He realized he was sinking.;Part I
340;340;MATT;MATT: That's level ten you get that, by the way. Throw Boobs.;Part I
341;341;LAURA;LAURA: Persuasion. Oh! Good roll.;Part I
342;342;TRAVIS;TRAVIS: Look at that: one. 19!;Part I
343;343;LAURA;LAURA: Woo!;Part I
344;344;MATT;MATT: 19? He takes a moment, and grabs the drink that you prepared from his hand and goes (gulps).;Part I
345;345;TRAVIS;TRAVIS: Nice form.;Part I
346;346;MATT;MATT: “You've got five minutes.” Then he stretches his back a bit. This gnarled hunch that he holds in his physical posture, flexes it a bit, and now you can see the rippling muscles that show beneath his tunic. This is a built dwarf. You don't know what past he's had, moving boulders or forging crazy iron shit, but there's a reason this guy has a reputation. He stands up off of his stool, which you can now hear crack with the weight of a dwarf, which are made for normal dwarves. This guy is solid muscle. He saunters over, looks about for a second, almost like he's looking for his next target. Sees the pointy ears, sees the pointy ears, and goes (sighs) and saunters up to the table, slams his hand down.;Part I
347;347;MARISHA;MARISHA: Why is he coming towards us?;Part I
348;348;TRAVIS;TRAVIS: Because I told him to. Because you're supposed to ask him–;Part I
349;349;SAM;SAM: Boobs!;Part I
350;350;LIAM;LIAM: Steady as she goes, ladies.;Part I
351;351;MATT;MATT: He sits down.;Part I
352;352;MARISHA;MARISHA: (whispered to Laura) You're better at this than I am.;Part I
353;353;MATT;MATT: “You called for Balgus, why?”;Part I
354;354;LAURA;LAURA: Oh! Hello, Balgus.;Part I
355;355;MARISHA;MARISHA: Hi, Balgus.;Part I
356;356;LAURA;LAURA: We just heard you're so impressive and masculine.;Part I
357;357;MARISHA;MARISHA: Yes!;Part I
358;358;LAURA;LAURA: We really wanted to talk to you.;Part I
359;359;ORION;ORION: I use my Earring of Whisper to Vex. Cool it down.;Part I
360;360;LAURA;LAURA: Oh sh– okay.;Part I
361;361;ORION;ORION: Calm down. Not so sexy.;Part I
362;362;MARISHA;MARISHA: I reach out and I stroke his bicep because I can't hear that.;Part I
363;363;ORION;ORION: Keyleth, stop doing that.;Part I
364;364;LIAM;LIAM: I disagree, heat it up.;Part I
365;365;LAURA;LAURA: Roll so good.;Part I
366;366;MARISHA;MARISHA: I'm really low in charisma. I'm really awkward. Persuasion.;Part I
367;367;MATT;MATT: Roll your persuasion.;Part I
368;368;TALIESIN;TALIESIN: (groans);Part I
369;369;LAURA;LAURA: Oh no, what was it?;Part I
370;370;MARISHA;MARISHA: I rolled a two?;Part I
371;371;MATT;MATT: Plus?;Part I
372;372;MARISHA;MARISHA: Plus my persuasion of zero, because I have a shitty charisma.;Part I
373;373;MATT;MATT: As your arm reaches for his bicep–;Part I
374;374;MARISHA;MARISHA: I didn't say anything. I just touched him!;Part I
375;375;MATT;MATT: As your arm reaches for his bicep, his hand, belying his grumpy, half-asleep haze– with unnatural speed reaches out and slaps your hand to the side. Not painfully, but just, “No touching the drunk dwarf.”;Part I
376;376;LAURA;LAURA: Sorry about my friend, Balgus. She's just so impressed with your muscles. We've heard amazing things about you here.;Part I
377;377;MATT;MATT: “Have you?”;Part I
378;378;LAURA;LAURA: We have.;Part I
379;379;MATT;MATT: Tell me, what have you heard?”;Part I
380;380;LAURA;LAURA: We've heard that no fighter can match your skill.;Part I
381;381;MATT;MATT: “You've heard correct.”;Part I
382;382;LAURA;LAURA: We've heard that you know more about this town than anyone else.;Part I
383;383;MATT;MATT: “I've been around a bit, yeah.”;Part I
384;384;LAURA;LAURA: Yeah. I bet nobody knows more about the Greyspines than you do and they've been around a long time.;Part I
385;385;MATT;MATT: “Political ass minds is what they are.”;Part I
386;386;SAM;SAM: Assmanes?;Part I
387;387;MATT;MATT: “Not keen to them– ass minds.”;Part I
388;388;MARISHA;MARISHA: Ass mines?;Part I
389;389;MATT;MATT: “They've got minds of an ass.”;Part I
390;390;MARISHA;MARISHA: Oh, I thought you meant like, mines that ex– Sorry. Go ahead. No, ass minds. Yes, they have ass minds.;Part I
391;391;MATT;MATT: “The Greyspines are no friend of mine. ”;Part I
392;392;LAURA;LAURA: No, I've heard they're terrible. What do you do, Balgus?;Part I
393;393;MATT;MATT: “What do I do? I own the brewery in town!”;Part I
394;394;LAURA;LAURA: (gasp) You do?;Part I
395;395;MATT;MATT: “The only one.”;Part I
396;396;LAURA;LAURA: The best brewery?;Part I
397;397;MATT;MATT: “The only! Of course it's the best!” I've put everyone out of business. We export to most of Tal'Dorei.“;Part I
398;398;LAURA;LAURA: This ale is amazing, that I'm drinking right now.;Part I
399;399;MATT;"MATT: ""Damn right it is!” You set it down and he takes it from your hand a little bit and takes a sip himself and sets it down again. (inhales deeply) (spits)";Part I
400;400;MARISHA;MARISHA: It seems that you aren't challenged often in business and in fighting.;Part I
401;401;ORION;ORION: I saunter over. Hello! My name is Tiberius Stormwind!;Part I
402;402;TRAVIS;TRAVIS: We're all going to die.;Part I
403;403;MATT;MATT: He glances over and says, “Dragonborn. I haven't fought one of your kind in a long time.”;Part I
404;404;ORION;ORION: Oh! Who's the last dragonborn you fought? Do you remember his name?;Part I
405;405;MATT;MATT: “I recall his name was 'Broken and Bloody.'”;Part I
406;406;SAM;SAM: I think that's a friend of yours.;Part I
407;407;ORION;ORION: No, I know him! I know the Bloody family, they're terrible people. Anyway, my associates and I were wondering if you might come– Is that what we're doing? Trying to get him to come with us?;Part I
408;408;LAURA;LAURA: Anyway!;Part I
409;409;SAM;SAM: We're trying to find out more about Greyspine. Where he might be or who his associates might be.;Part I
410;410;MARISHA;MARISHA: Gee, I'm so glad you came over.;Part I
411;411;ORION;ORION: Would you like to accompany us on this journey that we're taking? We're trying to find the Greyspines and you seem like you would want to come in on this.;Part I
